File_Size_Bytes,Attributes,CPU_State,Memory_State,Network,Avail_CPU_%,Avail_Memory_%,Full_Execution_Time_s,Partial_RP1_Time_s,Transmission_Time_s,Partial_RP2_Time_s,Partial_Total_Time_s,Offload_Decision
1,4,Critical,Critical,LAN,12.811413178985841,1.9421621622833762,0.09289360046386719,0.0721280574798584,0.0100038,0.009306450848386306,0.0914383083282447,0
1,4,Critical,Critical,WLAN,3.5502091371571565,18.885426925420585,0.0931236743927002,0.07271480560302734,0.050007800000000005,0.005911601776750973,0.12863420737977832,0
1,5,Idle,Idle,LAN,51.35881271311274,63.42663869723482,0.10242676734924316,0.07395505905151367,0.0100039,0.009980487091867118,0.09393944614338079,0
1,5,Idle,Idle,WLAN,54.70969269910478,59.29185710445316,0.10213422775268555,0.07271361351013184,0.050007800000000005,0.019381874442821384,0.14210328795295324,0
1,5,Idle,Medium,LAN,55.33162763932152,38.67431582280109,0.1017904281616211,0.07427692413330078,0.0100039,0.006058397803686294,0.09033922193698707,0
1,5,Idle,Medium,WLAN,63.22749040127169,49.82827536413859,0.10232996940612793,0.07294368743896484,0.050007800000000005,0.01852945715190549,0.14148094459087035,0
1,5,Idle,Critical,LAN,70.54646146091089,12.87558733917512,0.10078907012939453,0.07392621040344238,0.0100039,0.01792698160370324,0.10185709200714563,0
1,5,Idle,Critical,WLAN,70.2212487262617,7.006614999235891,0.10196733474731445,0.07318425178527832,0.050007800000000005,0.01577408496535223,0.13896613675063055,0
1,5,Medium,Idle,LAN,33.04544152408248,57.234153006188514,0.10138940811157227,0.07300877571105957,0.0100039,0.013077964672900743,0.09609064038396031,0
1,5,Medium,Idle,WLAN,33.605368477913785,55.45182612350578,0.10139179229736328,0.07376384735107422,0.050007800000000005,0.018643668760689732,0.14241531611176395,0
1,5,Medium,Medium,LAN,38.44170016891401,38.55265189635071,0.10050201416015625,0.07222437858581543,0.0100039,0.011697101828626884,0.09392538041444232,0
1,5,Medium,Medium,WLAN,23.496267668585872,28.139113646215463,0.10149025917053223,0.07377171516418457,0.050007800000000005,0.01614148109060132,0.1399209962547859,0
1,5,Medium,Critical,LAN,36.59079707942206,12.722666013331045,0.10185456275939941,0.0743100643157959,0.0100038,0.005079763580894697,0.0893936278966906,0
